Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Log_MonthlyIncome
37,0,228,6,4,3,98,3,2,4,22825,4,14,3,2,1,7,5,4,5,4,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.780018887869153
21,0,996,3,2,4,100,2,1,3,10531,1,17,3,1,0,3,4,4,3,2,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8.080546965824498
37,0,728,1,4,1,80,3,3,4,11677,2,18,3,1,2,15,2,3,5,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.518119146127086
35,0,1315,22,3,2,71,4,3,2,19100,7,18,3,2,1,10,6,2,7,7,6,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.392411897514927
38,0,322,7,2,1,44,4,2,1,19191,1,24,4,3,1,8,3,3,8,0,7,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.631592731724734
26,0,1479,1,3,3,84,3,2,2,26767,1,20,4,1,1,6,6,1,6,5,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.763740720509464
50,0,797,4,1,1,96,3,5,2,15815,3,14,3,1,2,28,4,2,10,4,1,6,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.859796863911395
53,0,1070,3,4,3,45,3,4,3,21016,3,16,3,4,3,21,5,2,5,3,1,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,9.774801544908083
42,0,635,1,1,2,99,3,2,3,24532,1,25,4,3,0,20,3,3,20,16,11,6,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.498621805830801
29,0,442,2,2,2,44,3,2,4,20260,1,18,3,1,0,10,3,2,10,7,0,9,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.423980809694058
55,0,147,20,2,2,37,3,2,4,15972,3,19,3,4,1,12,4,3,10,7,0,8,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,8.59711281459211
26,0,496,11,2,1,60,3,2,1,22722,1,13,3,3,1,5,3,3,5,3,3,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8.464214266625351
37,0,1372,1,3,4,42,3,1,4,15881,1,12,3,2,0,17,3,3,17,12,5,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.65728279297819
44,1,920,24,3,4,43,3,1,3,19920,3,22,4,4,1,19,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,8.058960017769417
38,0,688,23,4,4,82,3,2,4,18899,9,14,3,2,1,10,2,3,2,2,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.656259239539235
26,1,1449,16,4,1,45,3,1,2,14180,2,13,3,4,1,5,2,3,3,2,0,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,7.772331575169614
28,0,1117,8,2,4,66,3,1,4,4488,1,21,4,4,0,5,3,3,5,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.105005537547246
49,0,636,10,4,3,35,3,5,1,25594,9,11,3,4,0,22,4,3,3,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,9.834458966125691
36,0,506,3,3,3,30,3,2,2,26285,4,12,3,4,0,10,2,3,8,0,7,7,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,8.408716715080153
31,0,444,5,3,4,84,3,1,2,3909,1,11,3,3,1,2,5,2,2,2,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.933796874815411
26,1,950,4,4,4,48,2,2,4,8450,1,12,3,2,0,8,0,3,8,7,7,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,8.67060073804555
37,0,889,9,3,2,53,3,1,4,11411,1,12,3,3,3,4,3,2,4,2,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,7.752335163302292
42,0,555,26,3,3,77,3,4,2,14864,5,14,3,4,1,23,2,4,20,4,4,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9.512369038134885
18,1,230,3,3,3,54,3,1,3,25233,1,13,3,3,0,0,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.259116128097101
35,0,1232,16,3,3,96,3,3,2,5100,0,15,3,3,2,12,3,2,11,9,6,9,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.989818381366925
36,0,566,18,4,3,81,4,1,4,7122,4,18,3,4,2,4,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8.213110697596676
51,0,1302,2,3,4,84,1,2,2,16321,5,18,3,4,1,13,3,3,4,1,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8.609407675404048
41,0,334,2,4,4,88,3,4,2,15896,1,19,3,2,0,22,2,3,22,10,0,4,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,9.681343501555002
18,0,812,10,3,4,69,2,1,3,9724,1,12,3,1,0,0,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.0909098220799835
28,0,1476,16,2,2,68,4,2,1,4824,0,19,3,3,0,9,2,3,8,3,0,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.641532465671846
31,0,218,7,3,2,100,4,2,4,12241,4,11,3,2,1,10,3,2,8,7,7,7,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,8.84361509218395
39,0,1132,1,3,3,48,4,3,4,10942,0,17,3,1,3,19,5,2,18,10,3,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.170975648453906
36,0,1105,24,4,2,47,3,2,2,6927,7,15,3,3,1,11,3,3,9,8,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.643825842349603
32,0,906,7,3,4,91,2,2,3,16985,1,14,3,3,1,13,3,2,13,8,4,8,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.609772372709331
38,0,849,25,2,1,81,2,3,2,26707,3,17,3,3,1,19,2,3,10,8,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9.397815294010933
58,0,390,1,4,4,32,1,2,3,17056,2,13,3,4,1,12,2,3,5,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.64135583403666
31,0,691,5,4,3,86,3,1,4,10077,0,12,3,3,1,6,4,3,5,2,0,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,8.480944058741116
31,0,106,2,3,1,62,2,2,1,17822,3,12,3,4,0,9,1,3,2,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8.765770543987257
45,0,1249,7,3,1,97,3,3,1,20308,1,18,3,1,1,24,2,3,24,9,9,11,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.558527054909215
31,0,192,2,4,3,32,3,1,4,7747,0,18,3,2,1,3,2,1,2,2,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.899524472032198
33,0,553,5,4,4,74,3,3,2,23364,6,11,3,2,2,12,2,3,10,6,8,8,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.38252741428954
39,0,117,10,1,3,99,3,4,1,5355,1,14,3,4,0,21,3,3,21,9,11,10,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,9.745019231764333
43,0,185,10,4,3,33,3,1,4,10675,0,19,3,1,0,9,5,3,8,7,1,7,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.806289289267033
49,0,1091,1,2,3,90,2,4,3,17810,7,12,3,4,0,25,2,3,7,1,0,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,9.544309478379278
52,1,723,8,4,3,85,2,2,2,17747,2,15,3,1,0,11,3,2,8,2,7,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8.505525386548555
27,0,1220,5,3,3,85,3,1,2,20938,1,12,3,2,0,4,2,2,4,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7.8156105320351905
32,0,588,8,2,3,65,2,2,2,24624,1,11,3,4,0,13,2,3,13,12,11,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,8.56197533418813
27,0,1377,2,3,4,74,3,2,3,5242,1,11,3,1,0,5,3,3,5,4,0,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,8.4071550862073
31,0,691,7,3,4,73,3,2,4,7143,4,12,3,4,3,13,3,3,7,7,1,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.92903790648844
32,0,1018,2,4,1,74,4,2,4,10557,7,16,3,3,0,10,0,2,7,7,0,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.528330935826693
28,1,1157,2,4,1,84,1,1,4,24737,5,13,3,4,0,5,4,2,3,2,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,8.150467911624004
30,0,1275,28,2,4,64,3,2,4,11934,1,13,3,4,2,11,2,3,10,8,1,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.661466680572662
31,0,798,7,2,3,48,2,3,3,14034,1,24,4,1,1,10,2,3,10,9,8,9,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9.09873819539488
39,0,672,7,2,3,54,2,5,4,21141,1,15,3,1,1,21,2,3,21,9,13,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9.866460431699052
39,1,1162,3,2,4,41,3,2,3,17778,4,18,3,1,0,12,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8.56388591940822
33,0,508,10,3,2,46,2,2,4,4317,3,14,3,3,0,9,6,2,7,7,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.451694209183541
47,0,1482,5,5,4,42,3,5,3,16375,4,11,3,2,1,21,2,3,3,2,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9.814710982145282
43,0,559,10,4,3,82,2,2,3,6227,1,11,3,2,1,9,3,4,9,7,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.567506005289827
27,0,210,1,1,3,73,3,2,2,22107,0,13,3,4,1,6,0,3,5,4,1,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,8.756210091886738
54,0,928,20,4,4,31,3,2,3,16885,3,12,3,4,0,20,4,2,4,3,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.490849216076635
43,0,1001,7,3,3,43,3,3,1,9262,8,16,3,1,1,10,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.208939391060555
45,0,549,8,4,4,75,3,2,4,9278,9,14,3,1,2,12,3,3,10,9,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,8.21554741194707
40,0,1124,1,2,2,57,1,2,4,13273,2,22,4,3,3,6,2,2,4,3,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,8.917042560738766
29,1,318,8,4,2,77,1,1,1,4759,1,11,3,4,0,7,4,2,7,7,0,7,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,7.659171367666058
29,0,738,9,5,2,30,2,1,4,7621,0,17,3,3,0,4,2,3,3,2,2,2,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,8.290041618704489
30,0,570,5,3,4,30,2,2,3,5431,1,13,3,3,3,10,2,3,10,9,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.71915396346254
27,0,1130,8,4,2,56,3,2,2,3415,1,18,3,1,1,8,3,3,8,7,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.734721003944811
37,0,1192,5,2,4,61,3,2,4,23177,7,16,3,3,2,8,2,2,6,2,0,4,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8.7558950816463
38,0,343,15,2,3,92,2,3,4,15682,0,14,3,2,1,12,3,3,11,10,2,9,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9.351058378915061
31,0,1232,7,4,3,39,3,3,4,25713,1,14,3,3,0,11,2,2,11,9,4,10,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8.874028122556336
29,0,144,10,1,4,39,2,2,2,11866,1,14,3,1,2,7,2,3,7,7,1,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.020268861722167
35,0,1296,5,4,3,62,3,3,2,18264,0,13,3,4,0,17,5,3,16,6,0,13,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,8.999125391527247
23,0,1309,26,1,3,83,3,1,4,16092,1,12,3,3,2,4,2,2,4,2,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.974188669286011
41,0,483,6,3,4,95,2,2,2,10110,6,15,3,4,0,8,3,3,5,4,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,8.704999678440762
47,0,1309,4,1,2,99,3,2,3,25751,3,19,3,1,0,5,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7.998671361015776
42,0,810,23,5,1,44,3,4,4,15901,2,14,3,2,0,16,2,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.67990640549087
29,0,746,2,3,4,61,3,2,3,16928,1,14,3,1,1,4,3,2,4,3,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.444622498581403
42,0,544,2,1,3,52,3,1,3,24017,0,11,3,3,1,4,5,3,3,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,7.89989532313973
32,0,1062,2,3,3,75,3,1,2,3956,1,13,3,3,1,8,4,3,8,0,0,7,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.771067086065406
48,0,530,29,1,1,91,3,3,3,23978,3,21,4,2,1,15,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.433883843311719
37,0,1319,6,3,3,51,4,2,1,17001,4,13,3,1,2,13,2,3,7,7,6,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8.695339376799712
30,0,641,25,2,4,85,3,2,3,6069,7,12,3,2,1,4,2,4,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,8.463159302923751
26,0,933,1,3,3,57,3,2,3,20156,1,17,3,2,1,8,3,3,8,7,7,7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.574895901544526
42,0,1332,2,4,1,98,2,2,4,17078,3,23,4,2,0,14,6,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8.822027322685583
21,1,756,1,1,1,99,2,1,2,9150,1,11,3,3,0,3,3,3,3,2,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,7.684783943522785
36,0,845,1,5,4,45,3,2,4,15276,4,15,3,2,0,7,6,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.802973456578423
36,0,541,3,4,1,48,2,3,4,7246,4,11,3,1,1,16,2,3,13,9,1,12,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9.179881164491475
57,0,593,1,4,4,88,3,2,3,2967,2,11,3,3,0,15,2,3,3,2,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.81818627792769
40,0,1171,10,4,4,46,4,1,3,22495,3,13,3,3,1,10,3,3,7,7,1,7,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7.7025561132685825
21,0,895,9,2,1,39,3,1,4,2851,1,24,4,3,0,3,3,2,3,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7.8674885686991285
33,1,350,5,3,4,34,3,1,3,9150,1,13,3,2,0,1,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7.955775781534187
37,0,921,10,3,3,98,3,1,1,17663,6,20,4,2,1,17,3,3,5,4,0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.146998697389993
46,0,1144,7,4,3,30,3,2,3,16044,2,14,3,3,0,7,2,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.567696173589344
41,1,143,4,3,1,56,3,2,2,9558,1,18,3,3,0,8,5,3,8,7,7,7,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9.143773127704069
50,0,1046,10,3,4,100,2,3,4,2755,6,15,3,4,0,20,2,3,4,3,1,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,9.258844781035798
40,1,575,22,2,3,68,2,2,3,6110,2,12,3,1,2,8,6,3,6,4,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,8.761080103868347
31,0,408,9,4,3,42,2,1,2,7551,0,16,3,4,0,3,5,3,2,2,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,7.885329239273191
21,1,156,12,3,3,90,4,1,2,25422,1,15,3,4,0,1,0,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.907283609426348
29,0,1283,23,3,4,54,3,1,4,18168,9,16,3,4,0,6,4,3,3,2,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.697121317282625
35,0,755,9,4,3,97,2,2,2,19394,9,19,3,3,0,10,5,3,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.785845337961213
27,0,1469,1,2,4,82,3,1,2,17881,1,11,3,2,1,5,2,3,5,2,0,4,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.247220052745229
28,0,304,9,4,2,92,3,2,4,20750,1,16,3,4,0,7,1,3,7,5,0,7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.566744970245486
49,0,1261,7,3,2,31,2,3,3,12066,8,24,4,3,0,26,2,3,5,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,9.302554855963994
51,0,1178,14,2,3,87,3,2,4,14862,4,11,3,3,1,18,2,2,7,7,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.504513138258863
36,0,329,2,3,4,96,3,1,3,11868,4,13,3,2,1,6,3,3,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.841492924460013
34,1,1362,19,3,1,67,4,2,4,4652,8,13,3,2,0,9,3,2,5,2,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,8.576405051048084
55,0,1311,2,3,3,97,3,4,4,23258,2,13,3,3,0,30,2,3,5,4,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9.720765915720834
24,0,1371,10,4,4,77,3,2,3,5915,1,12,3,4,1,5,2,4,5,2,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.357259153499912
30,0,202,2,1,3,72,3,1,2,17434,1,18,3,1,1,1,3,3,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,7.814803429489359
26,1,575,3,1,3,73,3,1,1,6582,0,22,4,3,0,7,2,3,6,4,0,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,8.04012466444838
22,0,253,11,3,1,43,3,1,2,24440,1,13,3,4,1,2,1,3,2,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.716460800176355
36,0,164,2,2,2,61,2,3,3,3809,1,13,3,2,2,10,2,3,10,9,9,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.935508711503221
30,1,464,4,3,3,40,3,1,4,3427,9,23,4,3,0,3,4,3,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,7.734558844354756
37,0,1107,14,3,4,95,3,1,1,26914,1,12,3,3,1,18,2,2,18,7,12,17,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.017966703493599
40,0,759,2,2,4,46,3,2,2,22553,7,12,3,3,2,8,5,3,5,4,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.651024539049757
42,0,201,1,4,2,95,3,1,1,20490,3,16,3,2,1,8,5,3,5,2,1,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.854381210652365
37,0,1305,10,4,3,49,3,2,2,21123,2,12,3,4,0,18,2,2,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,8.342363500380579
43,0,982,12,3,1,59,2,4,2,4345,1,11,3,3,1,25,3,3,25,10,3,9,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.570598887246268
40,0,555,2,3,2,78,2,2,3,13436,6,22,4,2,1,20,3,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.145839612936841
54,0,821,5,2,1,86,3,5,1,8509,4,11,3,3,1,24,4,2,4,2,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9.873389104712095
34,0,1381,4,4,3,72,3,2,3,12740,9,15,3,1,1,6,3,3,3,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.785539527561276
31,0,480,7,2,2,31,3,2,1,4156,1,12,3,2,1,13,5,1,13,10,3,12,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.36799688505411
43,0,313,21,3,4,61,3,1,4,15238,7,20,4,1,1,8,1,3,3,2,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7.7226775164680035
43,0,1473,8,4,3,74,3,2,3,2227,4,14,3,4,0,8,3,3,5,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.416930769477844
25,0,891,4,2,2,99,2,2,4,12090,1,11,3,2,0,5,3,3,5,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8.409162447202533
37,0,1063,25,5,2,72,3,2,3,23866,3,15,3,1,2,15,2,3,13,11,10,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8.400659375160286
31,0,329,1,2,4,98,2,1,1,16193,1,12,3,3,1,4,3,3,4,2,3,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7.704811922932594
39,0,1218,1,1,2,52,3,5,3,8213,1,14,3,3,1,21,3,3,21,8,1,6,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,9.862561385923483
56,0,906,6,3,3,86,4,4,1,18256,9,11,3,4,3,36,0,2,7,7,7,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9.488956472414216
30,0,1082,12,3,2,83,3,2,3,19558,0,11,3,2,0,6,6,3,5,4,4,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8.791486026749002
41,0,645,1,3,2,49,4,3,1,19566,1,16,3,3,1,10,2,3,10,7,0,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9.035153304082828
28,0,1300,17,2,3,79,3,2,1,13535,1,12,3,4,1,10,2,3,10,0,1,8,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.424858580213442
25,1,688,3,3,1,91,3,1,1,9396,5,13,3,3,1,6,5,3,2,2,0,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8.302017809751204
52,0,319,3,3,4,39,2,3,3,19609,2,14,3,3,0,28,4,3,5,4,0,4,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,8.98343977178426
45,0,192,10,2,1,69,3,1,4,9655,3,21,4,4,2,8,3,2,2,2,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.884199933676039
52,0,1490,4,2,4,30,3,4,4,10310,2,13,3,4,0,31,2,1,5,2,1,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.714503852868623
42,0,532,29,2,1,92,3,2,3,12932,2,11,3,2,1,19,3,3,5,4,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.424419791263883
30,0,317,2,3,3,43,1,2,4,24793,2,20,4,3,0,11,2,3,5,4,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8.714731714015052
60,0,422,7,3,1,41,3,5,1,3854,5,11,3,4,0,33,5,1,29,8,11,10,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.881599752778099
