Attrition,Age,MonthlyIncome,DistanceFromHome,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,NumCompaniesWorked,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,StockOptionLevel,JobRole,OverTime,BusinessTravel,Department,MaritalStatus,EducationField
No,30,2564,2,12,11,7,7,6,0,1,3,4,3,0,Laboratory Technician,No,Non-Travel,Research & Development,Single,Medical
No,60,10266,28,22,18,13,11,13,4,3,2,1,3,0,Sales Executive,No,Travel_Frequently,Sales,Married,Marketing
No,47,5070,2,20,5,0,4,0,5,2,3,4,3,3,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Medical
No,46,17861,2,26,3,2,1,0,6,4,3,3,3,0,Research Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,35,4230,22,6,5,4,3,4,0,1,1,3,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,54,3780,8,19,1,0,0,0,7,2,3,3,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,34,2768,2,14,7,3,7,5,3,1,2,3,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,46,9071,10,15,3,2,2,1,2,3,2,4,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Married,Marketing
No,31,10648,9,13,13,8,8,0,1,3,3,2,4,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
Yes,33,13610,15,15,7,6,7,7,7,3,3,3,3,0,Manager,Yes,Travel_Rarely,Research & Development,Married,Medical
Yes,33,3408,10,8,4,3,3,1,7,1,1,4,3,3,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Medical
No,30,2983,7,4,3,2,2,1,0,1,3,2,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Marketing
No,35,7632,16,10,8,7,0,0,4,3,3,3,3,0,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,31,9824,20,12,1,0,0,0,3,3,3,3,3,0,Healthcare Representative,No,Travel_Frequently,Research & Development,Married,Life Sciences
Yes,34,9950,23,11,3,2,2,0,9,3,3,1,3,3,Human Resources,Yes,Travel_Frequently,Human Resources,Divorced,Human Resources
No,42,2093,5,8,2,2,0,2,4,1,3,3,3,1,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Other
No,36,9980,10,10,10,3,7,9,1,3,3,4,3,0,Sales Executive,No,Non-Travel,Sales,Single,Medical
Yes,22,3894,4,4,2,2,2,1,5,1,2,3,3,0,Laboratory Technician,No,Travel_Frequently,Research & Development,Single,Technical Degree
No,48,4051,2,14,9,7,7,6,2,2,3,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,55,16835,18,37,10,9,7,7,3,4,3,2,4,0,Manager,No,Travel_Rarely,Sales,Single,Life Sciences
No,41,6230,10,16,14,3,10,1,7,2,3,4,3,0,Sales Executive,No,Non-Travel,Sales,Single,Life Sciences
No,35,4717,1,15,11,9,9,6,9,2,3,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,40,13237,6,22,20,6,13,5,7,4,3,3,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,39,3755,8,8,8,3,7,0,1,1,3,3,3,1,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Life Sciences
No,31,6582,2,10,6,5,5,0,4,2,3,4,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Life Sciences
No,42,7406,24,10,10,9,8,5,1,3,3,1,4,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Medical
No,45,4805,2,9,8,7,7,3,0,2,3,2,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Other
Yes,26,2741,17,8,7,7,0,1,0,1,3,3,3,1,Human Resources,Yes,Travel_Frequently,Human Resources,Divorced,Life Sciences
No,29,4262,19,8,3,2,2,1,4,2,3,4,3,2,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,33,16184,1,10,6,1,5,0,4,4,4,3,3,1,Research Director,No,Travel_Rarely,Research & Development,Divorced,Medical
No,31,11557,7,10,5,4,1,0,9,3,2,4,4,1,Manager,No,Travel_Rarely,Sales,Divorced,Life Sciences
Yes,18,1878,5,0,0,0,0,0,1,1,3,2,3,0,Sales Representative,Yes,Travel_Frequently,Sales,Single,Marketing
No,40,10932,28,20,1,0,1,0,3,3,1,1,3,1,Sales Executive,No,Non-Travel,Sales,Divorced,Other
No,41,6811,2,10,8,7,7,0,2,2,2,3,3,0,Healthcare Representative,Yes,Non-Travel,Research & Development,Single,Other
No,26,4306,29,8,0,0,0,0,5,2,3,3,3,2,Sales Executive,No,Travel_Rarely,Sales,Divorced,Medical
No,35,4859,1,5,5,4,3,0,1,2,3,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Medical
No,34,5337,21,10,10,7,7,5,1,2,4,4,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Life Sciences
Yes,26,2340,24,1,1,0,0,0,1,1,1,4,3,0,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Single,Technical Degree
No,37,7491,1,12,6,5,2,1,4,3,3,4,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Technical Degree
No,46,10527,18,28,2,2,2,1,5,3,3,3,3,0,Healthcare Representative,No,Travel_Frequently,Research & Development,Married,Medical
No,41,16595,2,22,18,16,8,11,7,4,3,1,3,1,Manager,No,Travel_Rarely,Sales,Married,Life Sciences
No,37,8834,9,9,9,5,7,7,1,3,3,2,3,1,Sales Executive,No,Non-Travel,Sales,Divorced,Medical
No,52,5577,6,18,10,9,9,6,3,2,3,1,3,2,Research Scientist,Yes,Travel_Rarely,Research & Development,Divorced,Technical Degree
Yes,32,4707,11,6,4,2,2,1,8,2,4,3,3,0,Sales Executive,No,Non-Travel,Sales,Married,Other
No,24,2400,24,3,2,2,1,2,0,1,3,4,3,2,Sales Representative,No,Travel_Frequently,Sales,Married,Medical
No,38,9824,10,18,1,0,0,0,3,2,3,3,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Medical
No,37,6447,1,8,6,5,3,4,6,2,3,2,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,49,19502,18,31,31,9,9,0,1,5,2,3,3,1,Research Director,Yes,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,24,2725,23,6,6,5,4,1,1,1,4,4,3,2,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Medical
No,26,6272,28,6,5,3,4,1,1,2,3,2,4,2,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,24,2127,17,1,1,0,0,0,1,1,2,2,4,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Other
No,50,18200,3,32,32,5,7,10,1,5,3,2,3,1,Manager,No,Travel_Frequently,Human Resources,Married,Medical
No,25,2096,13,7,7,4,6,0,1,1,3,3,3,0,Sales Representative,No,Travel_Rarely,Sales,Married,Medical
Yes,24,2886,7,6,6,3,2,1,1,1,3,3,3,1,Laboratory Technician,Yes,Travel_Frequently,Research & Development,Married,Life Sciences
Yes,30,2033,12,1,1,0,0,0,1,1,2,1,3,1,Sales Representative,No,Travel_Frequently,Sales,Married,Life Sciences
No,34,3622,1,6,6,5,3,1,1,1,2,4,3,1,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,31,4233,13,9,3,1,2,1,2,2,3,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Divorced,Medical
No,35,3681,25,9,3,2,2,0,4,2,2,4,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Other
No,31,5460,6,13,7,7,7,5,4,2,4,4,4,2,Sales Executive,No,Travel_Rarely,Sales,Divorced,Medical
No,27,2187,6,6,5,3,3,0,0,1,2,3,3,2,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Medical
No,37,9602,2,17,3,0,0,1,4,2,3,3,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Married,Marketing
No,20,2836,1,1,1,0,0,0,1,1,2,2,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,42,4089,2,10,10,2,2,2,1,2,3,4,3,2,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,43,16627,6,21,1,0,0,0,4,4,2,4,3,1,Research Director,Yes,Travel_Rarely,Research & Development,Divorced,Other
No,38,2619,1,8,0,0,0,0,3,1,3,1,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,43,5679,9,10,8,7,7,4,3,2,3,3,3,1,Laboratory Technician,Yes,Travel_Frequently,Research & Development,Divorced,Medical
No,48,15402,1,21,3,2,2,0,7,4,2,1,3,1,Manager,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,44,5985,1,10,2,2,2,0,4,2,2,3,3,0,Human Resources,No,Travel_Rarely,Human Resources,Single,Life Sciences
No,34,2579,14,8,8,2,6,0,1,1,3,3,3,2,Sales Representative,Yes,Travel_Rarely,Sales,Divorced,Technical Degree
Yes,27,3041,2,5,4,3,2,0,0,1,3,1,3,1,Sales Representative,No,Travel_Rarely,Sales,Divorced,Marketing
No,21,3447,22,3,3,2,2,1,1,1,3,3,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Technical Degree
No,44,19513,3,26,2,2,1,0,4,5,3,4,3,1,Manager,Yes,Travel_Rarely,Research & Development,Married,Other
No,22,2773,6,3,2,2,2,2,0,1,3,3,4,0,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,33,7104,8,6,5,0,2,1,0,2,3,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Divorced,Marketing
No,32,6322,9,6,6,4,5,0,1,2,3,4,3,1,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,30,2083,3,1,1,0,0,0,1,1,3,3,4,1,Research Scientist,No,Travel_Frequently,Research & Development,Divorced,Medical
No,53,8381,1,18,14,7,10,8,7,2,3,1,4,0,Sales Executive,No,Travel_Rarely,Sales,Single,Medical
No,34,2691,1,10,10,9,8,8,1,1,3,4,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,45,4286,26,5,1,1,0,0,2,2,3,1,3,2,Sales Executive,No,Travel_Frequently,Sales,Married,Life Sciences
No,26,2659,6,3,3,2,2,0,1,1,3,4,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,37,9434,3,10,10,7,8,7,1,3,3,3,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Other
No,29,5561,3,6,6,0,2,1,1,2,3,3,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Medical
No,35,6646,6,17,17,11,8,11,1,2,1,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,33,7725,6,15,13,11,7,4,3,2,3,4,4,1,Healthcare Representative,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,54,10725,19,16,9,7,1,7,2,3,3,2,3,1,Human Resources,No,Travel_Rarely,Human Resources,Married,Medical
No,36,8847,9,13,3,2,2,0,2,2,2,2,3,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Divorced,Medical
No,27,2045,3,5,4,2,1,1,0,1,2,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
Yes,20,1009,10,1,1,0,1,1,1,1,3,3,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Medical
Yes,33,3348,3,10,10,8,7,9,1,1,3,1,3,0,Research Scientist,Yes,Travel_Frequently,Research & Development,Single,Life Sciences
No,35,1281,3,1,1,0,0,0,1,1,2,3,3,2,Laboratory Technician,No,Non-Travel,Research & Development,Married,Life Sciences
No,23,2819,4,5,3,2,2,0,2,1,4,1,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,25,4851,8,4,3,2,2,1,0,2,4,2,4,1,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,38,4028,7,8,7,7,5,0,0,2,2,4,4,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,29,2720,1,10,10,7,8,2,1,1,1,4,3,1,Research Scientist,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,48,8120,2,12,2,2,2,2,3,2,4,2,3,0,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,27,4647,3,6,6,5,4,0,1,2,4,4,4,2,Sales Executive,Yes,Travel_Frequently,Sales,Divorced,Medical
No,37,4680,10,4,1,0,0,0,3,1,4,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,50,3221,28,20,20,8,8,3,1,1,4,3,3,3,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Medical
No,34,8621,9,9,8,7,7,7,1,3,2,2,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Medical
Yes,24,4577,3,4,2,2,0,2,9,2,3,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Life Sciences
No,39,4553,2,20,20,7,10,11,1,2,2,3,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Technical Degree
No,32,5396,10,10,10,7,8,0,1,2,3,4,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
Yes,50,6796,8,18,4,3,3,1,3,2,3,3,3,1,Sales Executive,Yes,Travel_Frequently,Sales,Married,Technical Degree
No,38,7625,1,10,9,7,8,1,0,2,4,4,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,27,7412,1,9,9,7,7,0,1,3,3,1,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,32,11159,3,10,7,7,7,7,3,3,3,4,3,0,Research Director,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,47,4960,14,20,7,7,7,1,2,2,3,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,40,10475,5,20,18,13,12,1,5,3,2,1,4,1,Sales Executive,Yes,Travel_Frequently,Sales,Married,Life Sciences
No,53,14814,7,32,5,1,3,1,3,4,4,3,3,0,Research Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,41,19141,10,23,21,6,6,12,3,5,2,4,3,3,Manager,No,Travel_Rarely,Human Resources,Divorced,Human Resources
No,60,5405,16,10,2,2,2,2,8,2,3,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,27,8793,10,9,9,7,7,1,1,3,3,1,4,2,Manufacturing Director,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,41,19189,1,22,22,7,10,2,1,5,2,3,3,1,Manager,No,Travel_Rarely,Human Resources,Married,Human Resources
No,50,3875,8,4,2,2,2,2,7,1,3,2,3,1,Sales Representative,No,Travel_Rarely,Sales,Married,Marketing
Yes,28,2216,1,10,7,7,7,3,7,1,1,2,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,36,11713,8,10,8,7,5,0,9,3,4,1,3,1,Research Director,No,Non-Travel,Research & Development,Married,Life Sciences
No,38,7861,1,10,1,0,0,0,4,3,3,3,3,0,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,44,3708,24,9,5,2,4,1,2,1,1,3,3,0,Laboratory Technician,No,Non-Travel,Research & Development,Single,Medical
No,47,13770,3,28,22,2,13,11,9,4,3,3,3,2,Sales Executive,Yes,Travel_Frequently,Sales,Divorced,Medical
No,30,5304,27,10,8,7,7,7,7,2,3,4,4,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Marketing
No,29,2642,10,1,1,0,0,0,1,1,3,3,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Life Sciences
Yes,42,2759,19,7,2,2,2,2,6,1,4,3,3,0,Research Scientist,Yes,Travel_Frequently,Research & Development,Divorced,Medical
No,43,6804,15,7,2,2,2,2,3,2,2,4,3,1,Sales Executive,No,Travel_Frequently,Sales,Married,Life Sciences
No,34,6142,8,10,5,1,3,4,3,2,3,3,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Medical
No,23,2500,9,5,4,3,2,0,1,1,3,1,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,39,6389,3,12,8,3,6,3,9,2,4,2,3,1,Human Resources,No,Travel_Rarely,Human Resources,Married,Human Resources
No,56,11103,9,30,10,7,1,1,7,4,3,4,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Medical
No,40,2342,2,5,4,2,3,2,0,1,2,4,4,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Medical
No,27,6811,7,9,7,6,7,0,8,2,2,1,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Medical
No,29,2297,10,2,2,2,2,2,1,1,3,2,3,2,Sales Representative,No,Travel_Rarely,Sales,Divorced,Marketing
No,53,2450,6,19,2,2,2,2,2,2,3,4,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,35,5093,2,16,1,0,0,0,2,2,3,1,3,1,Healthcare Representative,No,Non-Travel,Research & Development,Divorced,Life Sciences
No,32,5309,24,10,10,8,7,4,1,2,3,4,3,2,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Life Sciences
No,38,3057,2,6,1,0,1,0,6,1,3,3,3,1,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Medical
No,34,5121,8,7,0,0,0,0,3,2,3,1,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,52,16856,3,34,34,6,16,1,1,4,2,1,3,0,Manager,No,Travel_Rarely,Sales,Married,Marketing
Yes,33,2686,1,10,10,9,8,7,1,1,3,4,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Other
No,25,6180,26,6,6,5,4,1,1,2,3,4,4,0,Sales Executive,No,Travel_Rarely,Sales,Single,Medical
No,45,6632,2,9,8,7,1,3,0,2,1,3,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Technical Degree
No,23,3505,10,2,2,2,2,0,1,1,4,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
Yes,47,6397,27,8,5,4,3,1,4,2,4,3,3,0,Sales Executive,Yes,Travel_Frequently,Sales,Single,Life Sciences
No,34,6274,2,6,6,5,4,1,1,2,3,4,4,0,Sales Executive,No,Travel_Rarely,Sales,Single,Other
Yes,55,19859,2,24,5,2,4,1,5,5,3,1,3,1,Manager,Yes,Travel_Rarely,Research & Development,Married,Medical
No,36,7587,8,10,10,7,9,0,1,3,2,1,3,0,Sales Executive,No,Non-Travel,Sales,Single,Life Sciences
No,52,4258,19,5,4,3,2,1,0,1,3,4,3,1,Research Scientist,No,Non-Travel,Research & Development,Married,Medical
No,26,4364,1,5,2,2,0,2,3,1,1,4,3,1,Laboratory Technician,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,29,4335,27,11,8,7,1,1,4,2,3,3,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Medical
Yes,26,5326,8,6,4,3,2,1,6,2,2,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Technical Degree
No,34,3280,1,10,4,2,3,1,2,1,4,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,54,5485,19,9,5,3,4,1,9,2,3,1,3,2,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Divorced,Medical
No,27,4342,8,5,4,2,1,1,0,2,3,4,3,1,Sales Executive,No,Travel_Frequently,Sales,Married,Marketing
No,37,2782,10,6,5,3,3,4,0,1,3,1,3,2,Research Scientist,Yes,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,38,5980,2,17,15,7,12,4,6,2,4,1,3,0,Manufacturing Director,Yes,Travel_Frequently,Research & Development,Single,Life Sciences
No,34,4381,2,6,6,5,3,1,1,1,2,1,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
No,35,2572,8,3,3,2,2,0,1,1,3,4,3,1,Sales Representative,No,Travel_Rarely,Sales,Married,Life Sciences
No,30,3833,1,7,2,2,2,0,3,1,1,3,4,2,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,40,4244,2,8,8,7,7,3,1,2,4,2,4,1,Healthcare Representative,No,Travel_Frequently,Research & Development,Married,Medical
No,34,6500,8,6,3,2,2,1,5,2,3,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,42,18430,8,24,24,7,9,14,1,5,3,4,3,1,Manager,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
Yes,23,1601,6,1,0,0,0,0,1,1,4,1,4,2,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,24,2694,9,1,1,0,0,0,1,1,2,2,3,3,Laboratory Technician,No,Non-Travel,Research & Development,Divorced,Life Sciences
No,52,3149,11,9,5,2,4,1,8,2,3,3,4,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,50,17639,2,30,4,3,3,0,5,4,3,3,3,0,Research Director,No,Travel_Rarely,Research & Development,Married,Medical
Yes,29,2319,1,1,1,0,0,0,1,1,2,1,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,33,11691,7,14,13,9,7,3,0,3,3,3,3,0,Research Director,No,Travel_Rarely,Research & Development,Married,Medical
Yes,33,5324,16,6,3,2,2,0,5,2,3,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,47,16752,2,26,26,14,0,3,1,4,3,4,3,1,Manager,Yes,Travel_Rarely,Research & Development,Married,Other
No,36,5228,1,10,9,7,5,0,0,2,3,2,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Other
No,29,2700,23,10,10,7,7,0,1,1,4,3,4,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,58,19246,2,40,31,15,8,13,7,5,3,2,3,0,Research Director,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,35,2506,1,7,2,2,2,2,3,1,4,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,42,6062,1,8,4,3,2,0,9,2,2,4,3,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,28,4382,2,5,2,2,1,2,6,1,3,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
No,36,2143,13,8,5,2,4,0,4,1,3,2,3,1,Human Resources,No,Travel_Rarely,Human Resources,Married,Human Resources
No,32,6162,4,14,14,13,8,6,1,2,2,3,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,40,5094,16,10,1,0,0,0,6,2,2,3,3,0,Laboratory Technician,No,Travel_Frequently,Research & Development,Single,Medical
No,30,6877,2,12,0,0,0,0,5,2,2,4,4,0,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Single,Medical
No,45,2274,2,1,1,0,0,0,1,1,2,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,42,4434,29,10,9,8,8,7,1,2,3,2,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,38,6288,12,13,4,3,2,1,2,2,2,1,3,1,Healthcare Representative,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,34,2553,16,6,5,2,3,1,1,1,2,4,3,0,Research Scientist,No,Travel_Frequently,Research & Development,Single,Life Sciences
Yes,49,7654,11,9,9,8,7,7,1,3,3,4,3,2,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
Yes,55,5160,2,12,9,7,3,7,4,2,3,4,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Medical
No,43,17159,14,22,4,1,0,1,6,4,3,1,4,1,Research Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,27,12808,5,9,9,8,8,0,1,3,2,4,3,1,Research Director,Yes,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,35,10221,7,17,8,5,6,1,3,3,3,3,4,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Other
No,28,4779,2,8,8,7,5,7,1,2,3,2,4,0,Sales Executive,Yes,Travel_Rarely,Sales,Married,Marketing
No,34,3737,3,4,3,2,2,0,0,1,3,4,3,1,Human Resources,No,Travel_Rarely,Human Resources,Married,Human Resources
Yes,26,2366,5,8,8,7,7,1,1,1,2,3,3,1,Research Scientist,Yes,Travel_Frequently,Research & Development,Married,Medical
No,27,1706,3,0,0,0,0,0,1,1,3,4,3,3,Research Scientist,No,Non-Travel,Research & Development,Married,Medical
No,51,16307,26,29,20,6,17,4,2,4,3,3,3,1,Manager,No,Travel_Rarely,Sales,Married,Marketing
No,44,5933,4,10,5,2,3,2,9,2,3,2,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Medical
No,25,3424,2,6,4,3,1,0,7,1,4,1,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
No,33,4037,1,9,9,8,8,0,1,2,4,1,4,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Medical
No,35,2559,27,6,6,5,1,1,1,1,2,1,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
No,36,6201,1,18,18,14,11,4,1,2,3,4,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Married,Life Sciences
No,32,4403,13,8,5,2,3,0,2,2,3,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Life Sciences
No,30,3761,5,10,5,4,3,0,9,1,2,4,3,1,Research Scientist,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,53,10934,7,35,5,2,4,0,7,3,2,4,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Married,Marketing
No,45,10761,9,18,5,4,2,0,4,3,3,1,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Marketing
No,32,5175,8,9,5,3,3,1,5,2,4,3,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,52,13826,25,31,9,8,0,0,3,4,2,4,4,0,Manufacturing Director,No,Travel_Frequently,Research & Development,Married,Medical
No,37,6334,16,9,1,0,0,0,4,2,2,3,3,2,Sales Executive,No,Travel_Rarely,Sales,Divorced,Marketing
No,28,4936,8,6,5,1,4,0,1,1,2,4,3,1,Human Resources,No,Travel_Rarely,Human Resources,Divorced,Medical
No,22,4775,1,4,2,2,2,2,6,2,2,4,4,2,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,44,2818,8,10,3,2,2,0,2,1,4,4,4,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,42,2515,2,8,2,1,2,2,5,1,3,4,3,0,Research Scientist,Yes,Travel_Frequently,Research & Development,Single,Medical
No,36,2342,8,6,5,4,3,0,0,1,2,1,4,0,Human Resources,No,Travel_Rarely,Human Resources,Married,Life Sciences
No,25,4194,3,5,5,3,3,0,1,2,3,1,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Married,Other
No,35,10685,9,17,17,14,15,5,1,3,2,3,4,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,35,2022,25,10,10,2,8,7,1,1,3,2,3,1,Research Scientist,Yes,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,32,2314,1,4,3,0,2,0,0,1,3,4,3,1,Laboratory Technician,No,Non-Travel,Research & Development,Divorced,Life Sciences
No,25,4256,4,5,5,2,3,0,1,2,2,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,49,3580,1,7,4,2,2,0,2,1,3,1,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,24,3162,4,6,5,2,4,3,0,1,2,4,3,0,Laboratory Technician,No,Non-Travel,Research & Development,Married,Life Sciences
